"x"	"y"	"type"	"predictor"	"rank"	"feat"	"varimp"
"228"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	28	"X_hsa04151__99"	7.63568305346271
"229"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	29	"X_hsa04066__83"	7.53327349481935
"230"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	30	"X_hsa04010__65"	7.51090115840111
"231"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	31	"X_hsa04066__88"	7.21297061557793
"232"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	32	"X_hsa04071__59_60"	7.08282223235352
"233"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	33	"X_hsa04010__67"	7.0041020499283
"234"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	34	"X_hsa04010__62"	6.95270331504584
"235"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	35	"X_hsa04152__78"	6.84615755352243
"236"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	36	"X_hsa04668__38"	6.55269118457552
"237"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	37	"X_hsa04919__102"	6.52278178625591
"238"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	38	"X_hsa04012__40"	6.37314613705154
"239"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	39	"X_hsa04919__103"	6.34101028425842
"240"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	40	"X_hsa04012__29"	6.21159605168828
"241"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	41	"X_hsa04012__43"	6.19404012295183
"242"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	42	"X_hsa04110__59_15_16_17_18_19_20"	6.08803895614171
"243"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	43	"X_hsa04014__65"	5.78706601888991
"244"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	44	"X_hsa05200__189"	5.73267335758844
"245"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	45	"X_hsa04914__11"	5.47418675874754
"246"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	46	"X_hsa04014__67"	5.45881407538129
"247"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	47	"X_hsa04010__13"	5.42930868707237
"248"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	48	"X_hsa04024__43"	5.37042075416105
"249"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	49	"X_hsa04921__41"	5.32830106182998
"250"	"eff.vals"	"subtype.grps"	"path-wise"	"predictorRF"	50	"X_hsa04310__32"	5.32556915654198
"251"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	1	"X_hsa04520__22___4"	11.3699230445765
"252"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	2	"X_hsa04520__22___9_57"	9.72594249787878
"253"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	3	"X_hsa05200__27___48"	9.66675221402312
"254"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	4	"X_hsa05200__27___200"	9.11963028270861
"255"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	5	"X_hsa04919__33___39"	8.05406092506662
"256"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	6	"X_hsa04066__12___47"	7.19826895754885
"257"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	7	"X_hsa05200__27___195"	7.02583327272174
"258"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	8	"X_hsa05200__27___196"	6.97424454763597
"259"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	9	"X_hsa04066__12___29"	6.94200330102304
"260"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	10	"X_hsa04520__22___18"	6.79204751179713
"261"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	11	"X_hsa04066__12___51"	6.72247815664983
"262"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	12	"X_hsa05200__27___198"	6.7101556181563
"263"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	13	"X_hsa04066__12___44"	6.58786741813064
"264"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	14	"X_hsa04914__37___34"	6.53841086753834
"265"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	15	"X_hsa05200__252___188"	6.49429985425904
"266"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	16	"X_hsa05200__90___188"	6.46986934810119
"267"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	17	"X_hsa05200__251___188"	6.46449896438054
"268"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	18	"X_hsa04066__12___43"	6.13044094270216
"269"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	19	"X_hsa04110__25___60_10_11_12_13_14_9"	6.04640669147953
"270"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	20	"X_hsa04066__12___30"	5.95833535045588
"271"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	21	"X_hsa04066__12___46"	5.85796862668406
"272"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	22	"X_hsa04066__12___64"	5.77276947630323
"273"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	23	"X_hsa04010__35___14"	5.73637869360692
"274"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	24	"X_hsa04914__37___39"	5.71493799253989
"275"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	25	"X_hsa04919__20___39"	5.66581680660931
"276"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	26	"X_hsa04919__19___39"	5.63147249743202
"277"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	27	"X_hsa04110__52___60_10_11_12_13_14_9"	5.62628356429321
"278"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	28	"X_hsa04010__128___14"	5.55641353834501
"279"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	29	"X_hsa04012__11_12___3"	5.51850755512137
"280"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	30	"X_hsa04066__12___83"	5.4798707263099
"281"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	31	"X_hsa04110__82___60_10_11_12_13_14_9"	5.46445770830613
"282"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	32	"X_hsa04110__86_87_98___60_10_11_12_13_14_9"	5.43393827997808
"283"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	33	"X_hsa04110__35___60_10_11_12_13_14_9"	5.39296863084599
"284"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	34	"X_hsa04010__41___14"	5.37604966130014
"285"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	35	"X_hsa05200__27___197"	5.32504118802109
"286"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	36	"X_hsa04110__37___60_10_11_12_13_14_9"	5.31018241680201
"287"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	37	"X_hsa04010__8___14"	5.30823847582976
"288"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	38	"X_hsa04310__52___31"	5.30123961232766
"289"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	39	"X_hsa04110__80___60_10_11_12_13_14_9"	5.25769859889113
"290"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	40	"X_hsa04066__2_3_4_7___88"	5.22622911497243
"291"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	41	"X_hsa04010__4___14"	5.17050017118875
"292"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	42	"X_hsa04010__105___14"	5.16907079559076
"293"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	43	"X_hsa04110__62___60_10_11_12_13_14_9"	5.16336716042216
"294"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	44	"X_hsa04310__44___31"	5.16274748037229
"295"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	45	"X_hsa04110__81___60_10_11_12_13_14_9"	5.15677609306519
"296"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	46	"X_hsa04010__7___14"	5.15047614781485
"297"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	47	"X_hsa04066__12___61"	5.1155614724595
"298"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	48	"X_hsa04310__39___31"	5.0940289840102
"299"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	49	"X_hsa04110__38_8___60_10_11_12_13_14_9"	5.08383283518721
"300"	"path.vals"	"subtype.grps"	"path-wise"	"predictorRF"	50	"X_hsa04066__12___42"	5.06274040595052
"301"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	1	"X_hsa04350__48_49"	4.15998146637147
"302"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	2	"X_hsa04916__6"	3.47005892414706
"303"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	3	"X_hsa04916__8"	1.71011141093377
"304"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	4	"X_hsa04670__55"	1.12640368026705
"305"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	5	"X_hsa04010__54"	1.1002448065078
"306"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	6	"X_hsa04015__18"	0.520666074664011
"307"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	7	"X_hsa05200__196"	0.380198219295228
"308"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	8	"X_hsa05200__216"	0.340685002107512
"309"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	9	"X_hsa03320__27"	0.270745020689117
"310"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	10	"X_hsa05205__352"	0.226969520813045
"311"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	11	"X_hsa04261__14_16"	0.185738592969096
"312"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	12	"X_hsa04151__36"	0.179278980978605
"313"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	13	"X_hsa04670__54"	0.119591165429041
"314"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	14	"X_hsa05205__7_93"	0.0944831172823352
"315"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	15	"X_hsa05202__93"	0.091055412830252
"316"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	16	"X_hsa04620__39"	0.0635859992489555
"317"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	17	"X_hsa04152__44"	0.0466371019693983
"318"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	18	"X_hsa04152__84"	0.0211248770175059
"319"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	19	"X_hsa04114__80"	0.00681611012898006
"320"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	20	"X_hsa04910__42"	0.00248818875481519
"321"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	21	"X_hsa04520__17"	0.00173597075688916
"322"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	22	"X_hsa04014__42"	0
"323"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	23	"X_hsa04014__43"	0
"324"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	24	"X_hsa04014__44"	0
"325"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	25	"X_hsa04014__33"	0
"326"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	26	"X_hsa04014__35"	0
"327"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	27	"X_hsa04014__37"	0
"328"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	28	"X_hsa04014__97"	0
"329"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	29	"X_hsa04014__54"	0
"330"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	30	"X_hsa04014__38"	0
"331"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	31	"X_hsa04014__41"	0
"332"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	32	"X_hsa04014__100"	0
"333"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	33	"X_hsa04014__24"	0
"334"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	34	"X_hsa04014__26"	0
"335"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	35	"X_hsa04014__30"	0
"336"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	36	"X_hsa04014__27"	0
"337"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	37	"X_hsa04014__45"	0
"338"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	38	"X_hsa04014__61"	0
"339"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	39	"X_hsa04014__79"	0
"340"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	40	"X_hsa04014__103"	0
"341"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	41	"X_hsa04014__58_59"	0
"342"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	42	"X_hsa04014__55"	0
"343"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	43	"X_hsa04014__62"	0
"344"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	44	"X_hsa04014__63"	0
"345"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	45	"X_hsa04014__64"	0
"346"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	46	"X_hsa04014__65"	0
"347"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	47	"X_hsa04014__66"	0
"348"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	48	"X_hsa04014__104"	0
"349"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	49	"X_hsa04014__68"	0
"350"	"eff.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	50	"X_hsa04014__69"	0
"351"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	1	"X_hsa05200__13___196"	18.193561980934
"352"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	2	"X_hsa04068__80___46"	6.35079576050098
"353"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	3	"X_hsa04068__79___46"	4.74731748381248
"354"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	4	"X_hsa04066__72___53"	3.07244276513778
"355"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	5	"X_hsa04350__53___28"	2.18669089385994
"356"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	6	"X_hsa04066__12___5"	1.6144202114897
"357"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	7	"X_hsa04062__23___25"	1.6012698552148
"358"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	8	"X_hsa04350__51___36"	1.42955774854729
"359"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	9	"X_hsa04066__12___44"	1.35623129308497
"360"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	10	"X_hsa04015__77_79___18"	0.937712979201514
"361"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	11	"X_hsa04330__15_16___12"	0.865860457674779
"362"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	12	"X_hsa04068__79___13"	0.597262385907829
"363"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	13	"X_hsa04024__55___59"	0.591510508850399
"364"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	14	"X_hsa04151__49_50___36"	0.56507097154353
"365"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	15	"X_hsa04151__47___36"	0.562874446000145
"366"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	16	"X_hsa04066__12___63"	0.551873823865487
"367"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	17	"X_hsa04064__119___53"	0.54993338560491
"368"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	18	"X_hsa04066__72___49"	0.548315739824987
"369"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	19	"X_hsa04540__45___14_16"	0.542807266404395
"370"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	20	"X_hsa04064__119___114"	0.49107857552199
"371"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	21	"X_hsa04015__24___18"	0.450367456826887
"372"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	22	"X_hsa04630__26___6"	0.41554003622864
"373"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	23	"X_hsa04670__66_67___55"	0.406313014786207
"374"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	24	"X_hsa04670__65_66___55"	0.382704766078736
"375"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	25	"X_hsa04010__56___54"	0.37976177218919
"376"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	26	"X_hsa04261__57___14_16"	0.377144708990921
"377"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	27	"X_hsa04152__83___52"	0.331048876155219
"378"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	28	"X_hsa04622__34___5_8_37"	0.251003728699528
"379"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	29	"X_hsa04151__59___36"	0.231136625194486
"380"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	30	"X_hsa03320__1___27"	0.222751289874756
"381"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	31	"X_hsa04014__52___55"	0.206382949820297
"382"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	32	"X_hsa04151__90___36"	0.197636936515854
"383"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	33	"X_hsa04066__22___42"	0.189364971221191
"384"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	34	"X_hsa04151__22_81___36"	0.183735796168691
"385"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	35	"X_hsa04622__7___5_8_37"	0.181078878777663
"386"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	36	"X_hsa04330__10_5_6___12"	0.176598688077281
"387"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	37	"X_hsa04024__81___59"	0.162650078811844
"388"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	38	"X_hsa04152__95___44"	0.129242843465117
"389"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	39	"X_hsa05200__248___189"	0.123467877988905
"390"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	40	"X_hsa05200__248___75"	0.118612449013297
"391"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	41	"X_hsa04151__47___26"	0.113707102230385
"392"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	42	"X_hsa04350__62___48_49"	0.103711936252847
"393"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	43	"X_hsa04621__57_58___30_32"	0.102323424419633
"394"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	44	"X_hsa04015__69___18"	0.090644502370121
"395"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	45	"X_hsa04520__20___17"	0.0864813124205309
"396"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	46	"X_hsa04919__48_52___49"	0.0797778010144433
"397"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	47	"X_hsa04152__83___62"	0.0754801131477767
"398"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	48	"X_hsa04390__72_73___79"	0.0739794432671673
"399"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	49	"X_hsa04330__5___12"	0.0628081242404691
"400"	"path.vals"	"surv.grps"	"path-wise"	"predictorLogitLasso"	50	"X_hsa04020__9_53___7"	0.0578232813935807
"401"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	1	"X_hsa04010__54"	0.0297737676044331
"402"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	2	"X_hsa05200__216"	0.0293678813470241
"403"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	3	"X_hsa04152__84"	0.0227084932186987
"404"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	4	"X_hsa04152__44"	0.0158325356566532
"405"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	5	"X_hsa04920__43"	0.0155139244561865
"406"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	6	"X_hsa04620__39"	0.0138149743939454
"407"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	7	"X_hsa04151__36"	0.0118834993710604
"408"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	8	"X_hsa04670__55"	0.0109071590301113
"409"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	9	"X_hsa03320__27"	0.0105816547147701
"410"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	10	"X_hsa04152__87"	0.00987597110213438
"411"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	11	"X_hsa04022__65"	0.00890917763204013
"412"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	12	"X_hsa05202__93"	0.00827011623859396
"413"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	13	"X_hsa03320__31"	0.00814815017807691
"414"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	14	"X_hsa04114__80"	0.00780486935678753
"415"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	15	"X_hsa04910__42"	0.00662311446177722
"416"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	16	"X_hsa03320__7"	0.0062566908429718
"417"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	17	"X_hsa04916__6"	0.00623069292731234
"418"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	18	"X_hsa04920__2"	0.00591895772044218
"419"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	19	"X_hsa04670__54"	0.0051148374965784
"420"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	20	"X_hsa04350__48_49"	0.00441298095309209
"421"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	21	"X_hsa04920__6"	0.00439685560447661
"422"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	22	"X_hsa04670__76"	0.00409282558626647
"423"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	23	"X_hsa03320__10"	0.00359778601778184
"424"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	24	"X_hsa05205__352"	0.00333325940221138
"425"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	25	"X_hsa04921__57"	0.00307587646285715
"426"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	26	"X_hsa04910__17"	0.00265369312683665
"427"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	27	"X_hsa03320__9"	0.0026423025299398
"428"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	28	"X_hsa04919__28"	0.00252483145454463
"429"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	29	"X_hsa03320__40"	0.00247545622525713
"430"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	30	"X_hsa05205__270"	0.00222782091116628
"431"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	31	"X_hsa04916__8"	0.00222676883550162
"432"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	32	"X_hsa04152__64"	0.00190954969263369
"433"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	33	"X_hsa03320__53"	0.00188559182348028
"434"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	34	"X_hsa04920__10"	0.0017938684359555
"435"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	35	"X_hsa04151__109"	0.00174543445489665
"436"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	36	"X_hsa04520__1_13"	0.00142854747516061
"437"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	37	"X_hsa04024__110"	0.00128008707941014
"438"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	38	"X_hsa04520__17"	0.00121491910111686
"439"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	39	"X_hsa04330__12"	0.000838410771117418
"440"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	40	"X_hsa03320__30"	0.000776598858646297
"441"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	41	"X_hsa04662__24"	0.000748585894815946
"442"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	42	"X_hsa04152__81"	0.00069980040530205
"443"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	43	"X_hsa04630__12"	0.000566542519866484
"444"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	44	"X_hsa03320__58"	0.000558880659758585
"445"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	45	"X_hsa04110__43_83_84_85"	0.00053361402411095
"446"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	46	"X_hsa04024__59"	0.000491267039554683
"447"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	47	"X_hsa05202__96"	0.000435906988762983
"448"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	48	"X_hsa04622__11"	0.000395312482143461
"449"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	49	"X_hsa04630__5"	0.000331825561244098
"450"	"eff.vals"	"surv.grps"	"path-wise"	"predictorPAM"	50	"X_hsa04390__13"	0.000329683432203584
"451"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	1	"X_hsa04068__79___46"	0.00915985201134343
"452"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	2	"X_hsa04068__79___13"	0.00780909272363921
"453"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	3	"X_hsa04066__72___53"	0.00586514651072415
"454"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	4	"X_hsa04151__47___36"	0.00577986591799972
"455"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	5	"X_hsa04151__49_50___36"	0.00566656809324309
"456"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	6	"X_hsa04151__59___36"	0.00465731687770874
"457"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	7	"X_hsa04151__90___36"	0.00430654075463396
"458"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	8	"X_hsa04151__22_81___36"	0.00429933163016849
